Game ID,Team,Player,Player ID,Minutes Played,Field Goals,Field Goal Attempts,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Plus/Minus
200812200ORL,LAL,Trevor Ariza,arizatr01,24:13,2,6,.333,1,4,.250,0,0,,1,4,5,1,0,0,0,3,5,+7
200812200ORL,LAL,Vladimir Radmanovic,radmavl01,19:43,4,6,.667,1,3,.333,0,0,,1,2,3,1,4,0,0,1,9,+4
200812200ORL,LAL,Sasha Vujacic,vujacsa01,12:31,0,6,.000,0,3,.000,1,1,1.000,0,1,1,0,0,0,0,1,1,-1
200812200ORL,ORL,Hedo Turkoglu,turkohe01,42:19,5,10,.500,2,4,.500,2,4,.500,0,5,5,7,2,0,4,1,14,+3
200812200ORL,ORL,Rashard Lewis,lewisra02,38:46,6,13,.462,3,8,.375,7,8,.875,2,3,5,4,1,0,3,4,22,+4
200812200ORL,ORL,Jameer Nelson,nelsoja01,35:18,11,16,.688,4,6,.667,1,4,.250,1,3,4,5,0,0,2,5,27,+4
200812200ORL,ORL,Dwight Howard,howardw01,30:32,4,6,.667,0,0,,10,15,.667,4,8,12,1,3,2,3,5,18,+2
200812200ORL,ORL,Keith Bogans,boganke01,26:30,1,5,.200,0,3,.000,1,2,.500,2,0,2,0,0,0,0,5,3,+3
200812200ORL,ORL,Mickael Pietrus,pietrmi01,17:48,2,10,.200,1,5,.200,0,0,,0,1,1,1,0,0,0,3,5,+1
200812200ORL,ORL,Tony Battie,battito01,15:28,2,3,.667,0,0,,1,2,.500,2,4,6,0,0,0,0,2,5,+7
200812200ORL,ORL,Anthony Johnson,johnsan02,12:42,2,4,.500,2,3,.667,0,0,,0,1,1,2,0,0,1,0,6,-1
200812200ORL,ORL,Marcin Gortat,gortama01,8:39,1,2,.500,0,0,,0,0,,0,2,2,0,0,3,0,0,2,+1
200812200ORL,ORL,Courtney Lee,leeco01,7:04,1,1,1.000,0,0,,2,4,.500,0,1,1,0,0,0,2,0,4,-4
200812200ORL,ORL,Brian Cook,cookbr01,4:54,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,2,0,-5
200812200PHI,IND,Brandon Rush,rushbr01,38:09,4,9,.444,3,5,.600,0,0,,0,3,3,1,0,0,3,2,11,+1
200812200PHI,IND,T.J. Ford,fordtj01,34:09,8,14,.571,0,1,.000,9,9,1.000,1,5,6,3,5,0,4,1,25,0
200812200PHI,IND,Jeff Foster,fosteje01,33:18,4,9,.444,0,0,,1,1,1.000,3,7,10,1,0,0,0,2,9,+6
200812200PHI,IND,Stephen Graham,grahast01,25:21,2,10,.200,0,1,.000,0,0,,1,0,1,3,0,0,0,1,4,+2
200812200PHI,IND,Roy Hibbert,hibbero01,21:07,3,9,.333,0,0,,2,2,1.000,2,2,4,0,0,0,1,3,8,-15
200812200PHI,IND,Jarrett Jack,jackja01,31:32,5,10,.500,0,0,,2,3,.667,0,4,4,8,2,0,2,3,12,0
200812200PHI,IND,Josh McRoberts,mcrobjo01,28:23,5,12,.417,0,4,.000,0,0,,3,5,8,0,0,4,3,3,10,+9
200812200PHI,IND,Travis Diener,dienetr01,15:02,3,6,.500,3,5,.600,3,3,1.000,0,1,1,1,1,0,0,2,12,+2
200812200PHI,IND,Rasho Nesterovic,nestera01,12:59,2,4,.500,0,0,,0,0,,2,0,2,1,0,0,1,5,4,0
200812200PHI,PHI,Andre Miller,millean02,41:30,5,12,.417,0,1,.000,4,4,1.000,4,6,10,12,1,0,0,4,14,+1
200812200PHI,PHI,Andre Iguodala,iguodan01,40:45,9,19,.474,0,3,.000,8,8,1.000,2,4,6,6,2,0,5,1,26,+5
200812200PHI,PHI,Samuel Dalembert,dalemsa01,36:05,4,5,.800,0,0,,3,6,.500,3,11,14,0,0,5,3,3,11,+11
200812200PHI,PHI,Thaddeus Young,youngth01,30:43,5,12,.417,0,0,,0,0,,1,1,2,1,1,0,2,1,10,+1
200812200PHI,PHI,Willie Green,greenwi01,13:47,1,3,.333,0,1,.000,0,0,,0,2,2,3,0,0,1,1,2,+11
200812200PHI,PHI,Louis Williams,willilo02,26:07,5,15,.333,0,2,.000,7,7,1.000,1,2,3,0,2,0,2,4,17,-5
200812200PHI,PHI,Marreese Speights,speigma01,24:32,6,11,.545,0,0,,0,0,,2,2,4,1,1,4,2,2,12,-8
200812200PHI,PHI,Reggie Evans,evansre01,11:55,0,0,,0,0,,2,2,1.000,0,3,3,1,0,0,1,1,2,-12
200812200PHI,PHI,Royal Ivey,iveyro01,8:24,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,2,0,-6
200812200PHI,PHI,Kareem Rush,rushka01,6:12,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-3
200812200PHO,DEN,Nene Hilario,hilarne01,39:12,9,12,.750,0,0,,2,3,.667,6,9,15,0,0,2,3,2,20,-11
200812200PHO,DEN,Chauncey Billups,billuch01,38:18,6,16,.375,3,6,.500,3,3,1.000,0,1,1,8,3,0,7,3,18,-13
200812200PHO,DEN,Kenyon Martin,martike01,37:51,6,15,.400,0,0,,1,2,.500,3,5,8,3,1,2,0,4,13,-12
200812200PHO,DEN,Carmelo Anthony,anthoca01,33:07,3,13,.231,1,2,.500,3,4,.750,1,0,1,2,0,0,4,1,10,-26
200812200PHO,DEN,Dahntay Jones,jonesda02,13:25,0,1,.000,0,0,,2,2,1.000,1,2,3,1,0,0,1,2,2,-15
200812200PHO,DEN,J.R. Smith,smithjr01,29:06,9,16,.563,5,11,.455,0,0,,0,4,4,0,1,1,3,1,23,+14
200812200PHO,DEN,Linas Kleiza,kleizli01,16:57,2,3,.667,2,3,.667,4,7,.571,0,1,1,0,0,0,1,2,10,+15
200812200PHO,DEN,Chris Andersen,anderch01,16:54,0,0,,0,0,,0,0,,0,6,6,0,2,0,0,2,0,+13
200812200PHO,DEN,Anthony Carter,cartean01,15:12,2,4,.500,0,1,.000,1,2,.500,0,0,0,1,1,0,2,3,5,0
200812200PHO,PHO,Amar'e Stoudemire,stoudam01,42:46,11,17,.647,0,0,,5,6,.833,3,7,10,2,1,2,4,2,27,+7
200812200PHO,PHO,Jason Richardson,richaja01,38:42,6,12,.500,4,6,.667,3,4,.750,0,7,7,6,0,1,2,2,19,-5
200812200PHO,PHO,Steve Nash,nashst01,37:22,5,11,.455,2,4,.500,4,4,1.000,0,2,2,11,2,0,3,1,16,+22
200812200PHO,PHO,Shaquille O'Neal,onealsh01,33:03,7,14,.500,0,0,,5,8,.625,5,4,9,3,0,1,2,5,19,+11
200812200PHO,PHO,Grant Hill,hillgr01,29:02,4,5,.800,1,1,1.000,2,2,1.000,1,3,4,0,0,0,1,2,11,+29
200812200PHO,PHO,Matt Barnes,barnema02,22:16,2,8,.250,1,4,.250,2,2,1.000,0,2,2,1,2,0,3,2,7,-16
200812200PHO,PHO,Leandro Barbosa,barbole01,19:13,2,9,.222,1,3,.333,0,0,,0,0,0,3,2,0,0,3,5,-7
200812200PHO,PHO,Robin Lopez,lopezro01,14:57,1,1,1.000,0,0,,2,2,1.000,1,3,4,0,0,1,1,1,4,-4
200812200PHO,PHO,Louis Amundson,amundlo01,2:39,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-2
200812200SAS,TOR,Jermaine O'Neal,onealje01,36:55,12,20,.600,0,0,,0,0,,4,6,10,0,0,1,1,3,24,-9
200812200SAS,TOR,Chris Bosh,boshch01,35:30,6,14,.429,0,1,.000,5,7,.714,0,10,10,4,1,0,0,2,17,-1
200812200SAS,TOR,Jose Calderon,caldejo01,35:26,7,12,.583,2,3,.667,0,0,,0,4,4,4,1,0,1,1,16,-5
200812200SAS,TOR,Jason Kapono,kaponja01,26:32,4,9,.444,2,3,.667,2,2,1.000,0,1,1,1,0,0,0,2,12,+2
200812200SAS,TOR,Jamario Moon,moonja01,19:22,1,5,.200,0,2,.000,0,0,,0,4,4,0,0,0,0,1,2,+7
200812200SAS,TOR,Joey Graham,grahajo01,26:18,2,10,.200,0,0,,2,2,1.000,3,1,4,1,2,0,0,0,6,-10
200812200SAS,TOR,Anthony Parker,parkean01,23:48,3,5,.600,0,0,,2,2,1.000,0,2,2,1,0,0,1,1,8,-19
200812200SAS,TOR,Andrea Bargnani,bargnan01,17:51,1,5,.200,0,2,.000,0,0,,0,2,2,0,1,0,0,1,2,0
200812200SAS,TOR,Will Solomon,solomwi01,7:20,2,3,.667,0,1,.000,0,0,,1,0,1,2,0,0,0,2,4,-3
200812200SAS,TOR,Jake Voskuhl,voskuja01,5:44,2,4,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,4,-10
200812200SAS,TOR,Roko Ukic,ukicro01,5:14,0,1,.000,0,0,,2,2,1.000,0,0,0,0,0,0,1,1,2,-2
200812200SAS,SAS,Tony Parker,parketo01,38:52,11,19,.579,0,1,.000,2,2,1.000,0,8,8,10,0,0,1,1,24,+7
200812200SAS,SAS,Tim Duncan,duncati01,33:41,8,14,.571,0,0,,3,7,.429,2,5,7,3,0,4,4,3,19,0
200812200SAS,SAS,Michael Finley,finlemi01,32:55,5,10,.500,4,8,.500,0,0,,0,3,3,2,0,0,0,1,14,+9
200812200SAS,SAS,Roger Mason,masonro01,30:04,6,11,.545,4,6,.667,0,0,,0,5,5,3,0,0,0,1,16,+12
200812200SAS,SAS,Matt Bonner,bonnema01,29:02,5,8,.625,4,7,.571,0,0,,3,0,3,3,0,1,0,3,14,+11
200812200SAS,SAS,Kurt Thomas,thomaku01,24:55,2,6,.333,0,0,,0,0,,4,8,12,1,0,3,0,1,4,+11
200812200SAS,SAS,Manu Ginobili,ginobma01,24:51,4,8,.500,3,5,.600,2,2,1.000,0,7,7,3,0,0,4,3,13,+4
200812200SAS,SAS,George Hill,hillge01,9:09,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0,+3
200812200SAS,SAS,Anthony Tolliver,tollian01,8:23,0,5,.000,0,3,.000,0,2,.000,2,0,2,1,0,0,0,0,0,-2
200812200SAS,SAS,Ime Udoka,udokaim01,4:21,0,3,.000,0,3,.000,0,0,,0,0,0,0,1,0,0,0,0,+2
200812200SAS,SAS,Bruce Bowen,bowenbr01,3:50,1,2,.500,1,2,.500,0,0,,1,0,1,0,0,0,0,1,3,-7
200812210ATL,DET,Richard Hamilton,hamilri01,42:15,7,16,.438,0,3,.000,2,2,1.000,1,0,1,1,1,0,3,3,16,+4
200812210ATL,DET,Rasheed Wallace,wallara01,41:39,9,18,.500,2,5,.400,0,0,,0,5,5,4,1,2,1,3,20,+9
200812210ATL,DET,Allen Iverson,iversal01,40:47,4,11,.364,0,0,,2,2,1.000,1,4,5,6,1,0,1,1,10,-8
200812210ATL,DET,Rodney Stuckey,stuckro01,36:23,9,12,.750,1,1,1.000,1,3,.333,3,6,9,3,2,0,1,5,20,-4
200812210ATL,DET,Tayshaun Prince,princta01,34:19,1,8,.125,0,1,.000,0,0,,0,8,8,4,0,0,1,1,2,-2
200812210ATL,DET,Antonio McDyess,mcdyean01,24:56,3,6,.500,0,0,,0,0,,1,6,7,1,0,0,2,3,6,-12
200812210ATL,DET,Amir Johnson,johnsam01,8:24,1,1,1.000,0,0,,0,0,,2,2,4,0,0,0,0,2,2,-9
200812210ATL,DET,Will Bynum,bynumwi01,6:46,0,2,.000,0,0,,0,0,,0,0,0,2,1,0,0,0,0,-2
200812210ATL,DET,Arron Afflalo,afflaar01,4:31,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-11
200812210ATL,ATL,Joe Johnson,johnsjo02,43:29,8,22,.364,1,4,.250,2,2,1.000,0,5,5,7,0,0,4,1,19,-4
200812210ATL,ATL,Josh Smith,smithjo03,43:19,3,13,.231,0,2,.000,5,8,.625,3,5,8,2,0,0,2,2,11,-5
200812210ATL,ATL,Al Horford,horfoal01,42:15,5,9,.556,0,0,,1,2,.500,3,8,11,4,0,1,0,2,11,-3
200812210ATL,ATL,Mike Bibby,bibbymi01,38:22,10,13,.769,6,6,1.000,1,2,.500,0,3,3,5,3,0,1,2,27,+13
200812210ATL,ATL,Marvin Williams,willima02,35:32,2,7,.286,1,2,.500,4,4,1.000,4,6,10,0,1,1,1,2,9,+15
200812210ATL,ATL,Maurice Evans,evansma01,17:09,1,5,.200,0,3,.000,0,0,,1,3,4,3,0,0,1,1,2,+4
200812210ATL,ATL,Ronald Murray,murraro01,14:09,1,4,.250,0,1,.000,0,0,,1,1,2,0,3,0,2,1,2,+5
200812210ATL,ATL,Zaza Pachulia,pachuza01,5:45,1,1,1.000,0,0,,2,4,.500,1,1,2,0,0,0,0,1,4,+10
200812210BOS,NYK,Chris Duhon,duhonch01,48:00,6,9,.667,2,4,.500,6,7,.857,1,1,2,10,1,0,6,1,20,-19
200812210BOS,NYK,David Lee,leeda02,43:29,8,13,.615,0,0,,1,1,1.000,0,8,8,4,4,0,1,5,17,-25
200812210BOS,NYK,Quentin Richardson,richaqu01,36:52,10,19,.526,5,9,.556,4,5,.800,1,3,4,4,0,0,0,4,29,-10
200812210BOS,NYK,Al Harrington,harrial01,33:47,2,15,.133,2,10,.200,4,8,.500,1,3,4,1,2,1,2,4,10,-2
200812210BOS,NYK,Wilson Chandler,chandwi01,23:45,1,7,.143,0,1,.000,0,0,,0,1,1,2,0,0,0,1,2,-22
200812210BOS,NYK,Nate Robinson,robinna01,37:47,7,12,.583,4,6,.667,5,5,1.000,1,3,4,3,1,0,2,5,23,-2
200812210BOS,NYK,Tim Thomas,thomati01,16:20,2,8,.250,0,3,.000,0,0,,0,0,0,2,1,0,1,3,4,-15
200812210BOS,BOS,Ray Allen,allenra02,35:46,7,12,.583,2,5,.400,2,2,1.000,1,2,3,4,3,0,0,2,18,+32
200812210BOS,BOS,Kevin Garnett,garneke01,33:31,5,8,.625,0,0,,2,2,1.000,0,6,6,8,1,0,4,2,12,+15
200812210BOS,BOS,Rajon Rondo,rondora01,32:27,12,14,.857,0,0,,2,5,.400,1,5,6,5,2,0,1,0,26,+12
200812210BOS,BOS,Kendrick Perkins,perkike01,28:55,6,7,.857,0,0,,0,0,,2,10,12,2,0,4,5,3,12,+21
200812210BOS,BOS,Paul Pierce,piercpa01,25:28,5,11,.455,3,6,.500,4,4,1.000,0,2,2,5,0,0,3,4,17,+2
200812210BOS,BOS,Tony Allen,allento01,27:52,4,5,.800,1,1,1.000,2,6,.333,0,2,2,5,0,0,4,1,11,+12
200812210BOS,BOS,Eddie House,houseed01,17:42,3,5,.600,3,5,.600,0,0,,0,6,6,3,0,0,1,2,9,+1
200812210BOS,BOS,Leon Powe,powele01,16:55,4,8,.500,0,0,,2,5,.400,4,1,5,1,0,2,2,1,10,+4
200812210BOS,BOS,Brian Scalabrine,scalabr01,14:23,3,4,.750,1,2,.500,0,0,,0,1,1,0,0,0,0,6,7,-4
200812210BOS,BOS,Gabe Pruitt,pruitga01,5:08,0,1,.000,0,1,.000,0,0,,1,1,2,0,0,0,0,0,0,-2
200812210BOS,BOS,Patrick O'Bryant,obryapa01,1:53,1,1,1.000,0,0,,0,0,,0,2,2,0,0,0,2,1,2,+2
200812210OKC,CLE,LeBron James,jamesle01,42:46,14,24,.583,2,4,.500,1,2,.500,2,2,4,7,3,1,3,1,31,+16
200812210OKC,CLE,Delonte West,westde01,33:58,8,12,.667,2,3,.667,0,0,,1,1,2,4,2,1,0,3,18,+7
200812210OKC,CLE,Mo Williams,willima01,32:46,8,14,.571,2,3,.667,2,2,1.000,1,4,5,4,3,0,2,4,20,+10
200812210OKC,CLE,Ben Wallace,wallabe01,29:09,3,5,.600,0,0,,0,2,.000,1,5,6,0,1,0,1,1,6,0
200812210OKC,CLE,Zydrunas Ilgauskas,ilgauzy01,27:55,2,6,.333,0,0,,0,0,,0,2,2,3,0,0,2,1,4,+9
200812210OKC,CLE,Wally Szczerbiak,szczewa02,22:20,2,4,.500,1,3,.333,2,2,1.000,0,4,4,1,0,0,1,0,7,+5
200812210OKC,CLE,Anderson Varejao,varejan01,18:39,0,3,.000,0,0,,3,4,.750,1,5,6,0,1,1,1,4,3,+8
200812210OKC,CLE,Daniel Gibson,gibsoda01,16:05,2,4,.500,1,3,.333,1,3,.333,0,1,1,0,0,0,0,0,6,+4
200812210OKC,CLE,Sasha Pavlovic,pavloal01,14:28,2,3,.667,1,1,1.000,0,0,,1,1,2,2,1,0,1,1,5,+5
200812210OKC,CLE,J.J. Hickson,hicksjj01,0:38,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-3
200812210OKC,CLE,Tarence Kinsey,kinseta01,0:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
200812210OKC,CLE,Darnell Jackson,jacksda01,0:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-3
200812210OKC,OKC,Kevin Durant,duranke01,43:09,9,17,.529,2,3,.667,6,8,.750,0,5,5,1,2,0,4,2,26,-9
200812210OKC,OKC,Russell Westbrook,westbru01,40:03,7,16,.438,2,3,.667,8,9,.889,2,4,6,11,0,0,5,2,24,+3
200812210OKC,OKC,Jeff Green,greenje02,35:40,7,15,.467,2,7,.286,0,0,,4,6,10,1,1,0,2,2,16,-2
200812210OKC,OKC,Desmond Mason,masonde01,32:08,1,5,.200,0,0,,0,2,.000,1,2,3,2,0,1,2,3,2,-4
200812210OKC,OKC,Nick Collison,collini01,27:41,5,5,1.000,0,0,,0,0,,2,4,6,1,1,0,1,1,10,+5
200812210OKC,OKC,Joe Smith,smithjo02,22:46,3,12,.250,0,0,,0,0,,4,1,5,3,0,0,0,4,6,-22
200812210OKC,OKC,Earl Watson,watsoea01,17:50,1,3,.333,0,0,,0,0,,0,1,1,2,0,0,0,1,2,-17
200812210OKC,OKC,Damien Wilkins,wilkida02,13:54,2,5,.400,1,2,.500,0,0,,0,1,1,0,1,0,2,0,5,-7
200812210OKC,OKC,Chris Wilcox,wilcoch01,6:49,0,1,.000,0,0,,0,0,,1,3,4,0,0,0,0,0,0,-2
200812210WAS,DAL,Dirk Nowitzki,nowitdi01,35:20,11,22,.500,0,4,.000,1,1,1.000,2,7,9,2,0,0,3,2,23,+5
200812210WAS,DAL,Jason Kidd,kiddja01,34:24,0,7,.000,0,4,.000,1,2,.500,1,3,4,11,3,0,0,3,1,+2
200812210WAS,DAL,Devean George,georgde01,34:10,5,10,.500,0,5,.000,0,0,,2,2,4,1,2,1,0,1,10,+5
200812210WAS,DAL,Josh Howard,howarjo01,27:16,7,14,.500,0,4,.000,3,4,.750,0,0,0,0,0,0,2,2,17,+9
200812210WAS,DAL,Erick Dampier,dampier01,16:39,3,3,1.000,0,0,,0,0,,6,6,12,2,1,0,2,1,6,+3
200812210WAS,DAL,Jason Terry,terryja01,32:15,8,18,.444,4,8,.500,5,5,1.000,1,0,1,2,1,1,3,1,25,+7
200812210WAS,DAL,James Singleton,singlja01,28:40,3,6,.500,0,1,.000,2,2,1.000,3,10,13,0,2,3,2,3,8,+7
200812210WAS,DAL,Jose Barea,bareajo01,22:11,3,6,.500,1,4,.250,0,0,,0,1,1,3,1,0,1,0,7,+16
200812210WAS,DAL,DeSagana Diop,diopde01,9:06,0,1,.000,0,0,,0,0,,2,0,2,2,0,0,0,2,0,+1
200812210WAS,WAS,Caron Butler,butleca01,43:30,6,16,.375,3,4,.750,3,3,1.000,1,5,6,4,2,0,3,2,18,-3
200812210WAS,WAS,Antawn Jamison,jamisan01,40:04,9,20,.450,1,3,.333,3,4,.750,3,5,8,1,1,0,1,3,22,-10
200812210WAS,WAS,Mike James,jamesmi01,38:59,6,15,.400,1,2,.500,4,4,1.000,3,5,8,5,2,0,5,3,17,0
200812210WAS,WAS,Andray Blatche,blatcan01,19:19,2,5,.400,0,1,.000,2,2,1.000,0,2,2,1,0,1,1,5,6,-4
200812210WAS,WAS,DeShawn Stevenson,stevede01,15:02,0,2,.000,0,1,.000,0,0,,0,2,2,3,1,0,1,1,0,-6
200812210WAS,WAS,Darius Songaila,songada01,24:21,5,5,1.000,0,0,,0,0,,3,0,3,2,1,0,1,2,10,+3
200812210WAS,WAS,Dominic McGuire,mcguido01,23:48,2,5,.400,0,0,,3,4,.750,2,3,5,1,3,0,1,1,7,-9
200812210WAS,WAS,Nick Young,youngni01,13:18,0,4,.000,0,0,,4,4,1.000,0,1,1,0,0,0,2,0,4,-2
200812210WAS,WAS,JaVale McGee,mcgeeja01,12:08,0,0,,0,0,,2,4,.500,1,2,3,0,1,0,1,0,2,-11
200812210WAS,WAS,Javaris Crittenton,crittja01,9:32,0,4,.000,0,0,,0,0,,1,2,3,1,1,0,0,0,0,-13
200812220DEN,POR,Steve Blake,blakest01,39:53,5,11,.455,4,6,.667,0,0,,0,3,3,4,1,0,1,2,14,-1
200812220DEN,POR,LaMarcus Aldridge,aldrila01,38:56,8,18,.444,0,1,.000,4,4,1.000,0,4,4,2,1,2,0,2,20,-11
200812220DEN,POR,Brandon Roy,roybr01,32:23,3,11,.273,0,1,.000,2,2,1.000,1,5,6,5,3,0,3,5,8,-2
200812220DEN,POR,Greg Oden,odengr01,21:36,4,5,.800,0,0,,2,2,1.000,2,1,3,2,0,2,0,6,10,+7
200812220DEN,POR,Nicolas Batum,batumni01,13:26,1,2,.500,0,0,,1,2,.500,0,1,1,0,0,0,0,3,3,+6
200812220DEN,POR,Travis Outlaw,outlatr01,31:51,6,13,.462,2,5,.400,1,2,.500,1,2,3,2,0,2,1,0,15,-17
200812220DEN,POR,Joel Przybilla,przybjo01,21:35,2,3,.667,0,0,,3,3,1.000,2,6,8,0,0,1,1,3,7,-6
200812220DEN,POR,Rudy Fernandez,fernaru01,18:20,3,8,.375,2,5,.400,1,2,.500,1,0,1,4,0,0,2,2,9,-3
200812220DEN,POR,Ike Diogu,dioguik01,9:16,1,3,.333,0,0,,1,2,.500,2,1,3,0,0,1,2,2,3,-5
200812220DEN,POR,Sergio Rodriguez,rodrise01,5:02,0,2,.000,0,0,,0,0,,0,0,0,3,0,0,2,1,0,-4
200812220DEN,POR,Channing Frye,fryech01,4:31,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1
200812220DEN,POR,Jerryd Bayless,bayleje01,3:11,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-3
200812220DEN,DEN,Chauncey Billups,billuch01,42:11,6,16,.375,1,5,.200,6,7,.857,1,2,3,10,1,0,0,4,19,+11
200812220DEN,DEN,Nene Hilario,hilarne01,39:01,7,11,.636,0,0,,5,6,.833,5,6,11,2,2,1,3,4,19,+7
200812220DEN,DEN,Kenyon Martin,martike01,35:43,3,10,.300,0,1,.000,2,6,.333,2,10,12,3,2,3,3,3,8,+11
200812220DEN,DEN,J.R. Smith,smithjr01,32:22,5,9,.556,0,1,.000,5,8,.625,0,7,7,3,1,0,1,4,15,+9
200812220DEN,DEN,Dahntay Jones,jonesda02,16:10,2,4,.500,0,0,,2,2,1.000,0,0,0,0,1,0,1,3,6,-2
200812220DEN,DEN,Linas Kleiza,kleizli01,28:13,5,8,.625,2,3,.667,5,6,.833,1,3,4,0,0,0,2,1,17,+12
200812220DEN,DEN,Chris Andersen,anderch01,21:16,4,9,.444,0,0,,3,4,.750,2,1,3,0,0,6,1,3,11,-2
200812220DEN,DEN,Anthony Carter,cartean01,16:31,1,5,.200,0,1,.000,0,0,,1,2,3,5,0,0,1,1,2,-2
200812220DEN,DEN,Chucky Atkins,atkinch01,8:33,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,-4
200812220LAC,TOR,Chris Bosh,boshch01,37:05,9,15,.600,2,3,.667,11,15,.733,2,5,7,2,2,2,2,2,31,+31
200812220LAC,TOR,Jose Calderon,caldejo01,35:41,3,7,.429,1,2,.500,1,1,1.000,0,5,5,9,1,0,2,0,8,+13
200812220LAC,TOR,Jermaine O'Neal,onealje01,34:14,11,20,.550,0,0,,1,2,.500,3,6,9,1,2,5,2,3,23,+20
200812220LAC,TOR,Jason Kapono,kaponja01,24:06,2,8,.250,0,2,.000,0,0,,0,1,1,3,0,1,0,1,4,+16
200812220LAC,TOR,Jamario Moon,moonja01,24:00,2,5,.400,0,1,.000,2,2,1.000,3,5,8,2,1,1,0,1,6,-3
200812220LAC,TOR,Anthony Parker,parkean01,28:34,5,7,.714,2,3,.667,0,0,,0,7,7,2,1,0,3,1,12,+12
200812220LAC,TOR,Joey Graham,grahajo01,16:48,0,3,.000,0,0,,0,0,,0,2,2,1,1,0,0,0,0,+17
200812220LAC,TOR,Andrea Bargnani,bargnan01,14:33,1,5,.200,0,2,.000,1,2,.500,0,1,1,0,0,0,2,5,3,-17
200812220LAC,TOR,Will Solomon,solomwi01,12:20,2,6,.333,2,5,.400,0,0,,0,2,2,5,2,0,2,2,6,+9
200812220LAC,TOR,Jake Voskuhl,voskuja01,7:35,0,2,.000,0,0,,2,2,1.000,2,3,5,0,1,0,0,2,2,+8
200812220LAC,TOR,Kris Humphries,humphkr01,2:32,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,+2
200812220LAC,TOR,Roko Ukic,ukicro01,2:32,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,+2
200812220LAC,LAC,Eric Gordon,gordoer01,45:05,6,14,.429,3,4,.750,4,4,1.000,0,4,4,1,0,0,2,0,19,-25
200812220LAC,LAC,Baron Davis,davisba01,40:59,4,15,.267,2,3,.667,6,6,1.000,1,2,3,9,2,0,6,2,16,-14
200812220LAC,LAC,Al Thornton,thornal01,33:59,1,10,.100,0,0,,3,4,.750,1,8,9,3,2,0,1,5,5,-7
200812220LAC,LAC,Zach Randolph,randoza01,27:49,8,17,.471,1,3,.333,2,2,1.000,2,6,8,2,1,0,3,3,19,-1
200812220LAC,LAC,Brian Skinner,skinnbr01,16:13,0,2,.000,0,0,,1,2,.500,2,1,3,0,0,0,0,5,1,-13
200812220LAC,LAC,DeAndre Jordan,jordade01,29:07,3,5,.600,0,0,,2,5,.400,3,5,8,0,0,3,1,3,8,-11
200812220LAC,LAC,Steve Novak,novakst01,21:07,2,9,.222,1,8,.125,0,0,,0,1,1,0,0,0,1,0,5,-30
200812220LAC,LAC,Paul Davis,davispa01,11:41,1,3,.333,0,0,,0,0,,0,2,2,1,1,0,2,2,2,-7
200812220LAC,LAC,Jason Hart,hartja01,9:56,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,1,0,-5
200812220LAC,LAC,Mardy Collins,collima01,4:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,+3
200812220MEM,LAL,Derek Fisher,fishede01,40:30,3,7,.429,1,4,.250,4,5,.800,0,1,1,3,1,1,2,1,11,+12
200812220MEM,LAL,Kobe Bryant,bryanko01,38:15,14,23,.609,3,6,.500,5,8,.625,0,4,4,3,2,0,5,1,36,+9
200812220MEM,LAL,Pau Gasol,gasolpa01,33:36,6,10,.600,0,0,,3,4,.750,1,6,7,6,0,2,0,1,15,+14
200812220MEM,LAL,Andrew Bynum,bynuman01,21:14,6,8,.750,0,0,,1,2,.500,0,4,4,0,1,1,2,4,13,-1
200812220MEM,LAL,Luke Walton,waltolu01,18:54,3,6,.500,0,0,,0,0,,2,2,4,2,0,1,1,2,6,+9
200812220MEM,LAL,Trevor Ariza,arizatr01,29:06,1,4,.250,0,1,.000,2,2,1.000,3,2,5,4,2,0,0,4,4,0
200812220MEM,LAL,Lamar Odom,odomla01,26:11,4,12,.333,0,1,.000,4,6,.667,3,3,6,2,1,1,2,2,12,+18
200812220MEM,LAL,Sasha Vujacic,vujacsa01,13:27,1,1,1.000,1,1,1.000,0,0,,0,2,2,1,2,0,0,1,3,-3
